Date,Paragraphs,url,user/name,user/screen_name,Sentiment
2020-12-01 19:43:10+00:00,"#China's Chang'e-5 successfully lands on moon today. If everything proceeds smoothly, about 2 kilograms of stones and soil will be brought back to earth. Good luck! #Change5 https://t.co/rjuVPvFtW0",https://twitter.com/ChineseEmbinUS/status/1333859201416884227,Chinese Embassy in US,ChineseEmbinUS,0
2020-10-30 18:21:59+00:00,"Readout from #CPC Central Committee Press Conference: #China's new development paradigm includes both domestic and int'l circulations. Strengthening the domestic economic circulation will build up China's economic resilience, which will boost the int'l circulation in turn. https://t.co/XQAr0l3Lm5",https://twitter.com/ChineseEmbinUS/status/1322242360177209344,Chinese Embassy in US,ChineseEmbinUS,0
2020-09-25 21:53:28+00:00,"Join us at 7 p.m. as we kick off the online celebration week of Chinese National Day and Mid-Autumn Festival. 

Tonight, our diplomats will take you on a virtual journey of the Embassy Chancery. 
https://t.co/TpklFC6LES
https://t.co/nXWYqBjHf5 https://t.co/uTKjkPbGSR",https://twitter.com/AmbCuiTiankai/status/1309612007751127040,Cui Tiankai,AmbCuiTiankai,0
2020-11-04 17:37:16+00:00,"Today the third China International Import Expo is open in Shanghai. In the context of Covid-19, it demonstrates China's sincere desire to share its market opportunities with the world and contribute to global economic recovery. We need to JOIN OUR HANDS.",https://twitter.com/AmbCuiTiankai/status/1324043045969502215,Cui Tiankai,AmbCuiTiankai,0
2020-12-01 21:17:45+00:00,Looking forward to its successful return!,https://twitter.com/AmbCuiTiankai/status/1333883006927462405,Cui Tiankai,AmbCuiTiankai,1
2020-11-23 18:07:32+00:00,"Hello Xiao Qi Ji! Congratulations on your naming day! 

Both our American friends &amp; people back in China are caring about Xiao Qi Ji. We are connected in the growth of our little ambassador, and in our shared joy and friendship. Looking forward to meeting him in the @NationalZoo! https://t.co/mr5lYDS6pV",https://twitter.com/AmbCuiTiankai/status/1330936031332413440,Cui Tiankai,AmbCuiTiankai,1
2020-10-22 01:14:39+00:00,"Two weeks to go before the 3rd CIIE, an event showing China's commitment to opening-up &amp; win-win cooperation with others. At a time of COVID19, it will be a precious platform for companies worldwide &amp; a welcome driver for global economy. Come &amp; join us in my hometown Shanghai!",https://twitter.com/AmbCuiTiankai/status/1319084719083053056,Cui Tiankai,AmbCuiTiankai,0
2020-09-18 00:15:15+00:00,"Glad to join Straight Talk with #HankPaulson to share my views on a wide range of issues. Going forward, there are clear new opportunities for our two countries to strengthen our cooperation and build a stronger relationship.",https://twitter.com/AmbCuiTiankai/status/1306748586219245568,Cui Tiankai,AmbCuiTiankai,1
2020-11-25 16:31:23+00:00,"To promote sound and steady development of China-U.S. relations not only serves the fundamental interests of the Chinese and American peoples, it also meets the expectation of the wider international community. https://t.co/dEzc02k9k9",https://twitter.com/AmbCuiTiankai/status/1331636611277316096,Cui Tiankai,AmbCuiTiankai,1
2020-11-12 20:54:39+00:00,"Celebrating the 30th anniversary of the establishment of Pudong New Area in Shanghai! So proud of my home town! Over the past 3 decades, it has become not only China's most iconic skyline but an epitome of the country's integration with the world. A prosperous China benefits all. https://t.co/WGea3BRmvt",https://twitter.com/AmbCuiTiankai/status/1326991823416471555,Cui Tiankai,AmbCuiTiankai,1
2020-11-10 19:46:53+00:00,"Today the 3rd CIIE was concluded, with deals worth $72.62b reached. This global trade event is a specific step of China to foster a new development paradigm that will serve its own development and other countries. See you next year in Shanghai!",https://twitter.com/AmbCuiTiankai/status/1326249992416333826,Cui Tiankai,AmbCuiTiankai,0
2020-08-19 19:01:27+00:00,"13. We should stay guarded against vicious attempts to push the bilateral relationship to confrontation and conflict, resist any resurgence of McCarthyism, &amp;expand two-way exchanges&amp;cooperation, so as to get the China-US relationship back to the right track as soon as possible.",https://twitter.com/AmbCuiTiankai/status/1296160364716003328,Cui Tiankai,AmbCuiTiankai,-1
2020-08-19 19:01:24+00:00,"4. It is natural for major countries to have differences and even competition, but they do not justify confrontation. Today, what pushes major countries to cooperate far outweighs what drives them apart.",https://twitter.com/AmbCuiTiankai/status/1296160355652165632,Cui Tiankai,AmbCuiTiankai,-1
2020-08-19 19:01:24+00:00,"3. None of the major international crises in the 21st century, including the current pandemic, is a traditional security threat &amp; can be resolved with the toolbox of great-power competition. The world has changed.",https://twitter.com/AmbCuiTiankai/status/1296160354658144257,Cui Tiankai,AmbCuiTiankai,0
2020-08-08 14:38:00+00:00,"I don't know why people like the term #ColdWar so much. This serves nobody's real interest &amp; gives no solution to any problem. We are in the 21st century. Why should we allow history to repeat itself when we are faced with so many new challenges? https://t.co/ZzVjoWjzmf",https://twitter.com/AmbCuiTiankai/status/1292107799468613632,Cui Tiankai,AmbCuiTiankai,-1
